"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 11:02:51 GMT 2022","Tue Oct 25 11:03:00 GMT 2022","8768","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Tue Oct 25 11:00:57 GMT 2022","Tue Oct 25 11:01:09 GMT 2022","12087","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Tue Oct 25 10:59:39 GMT 2022","Tue Oct 25 10:59:50 GMT 2022","10912","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Tue Oct 25 11:02:28 GMT 2022","Tue Oct 25 11:02:31 GMT 2022","3142","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"failed","Tue Oct 25 11:02:50 GMT 2022","Tue Oct 25 11:02:59 GMT 2022","8413","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Tue Oct 25 11:02:10 GMT 2022","Tue Oct 25 11:02:19 GMT 2022","9584","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Tue Oct 25 10:59:36 GMT 2022","Tue Oct 25 10:59:47 GMT 2022","10520","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Tue Oct 25 11:02:00 GMT 2022","Tue Oct 25 11:02:10 GMT 2022","9478","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Tue Oct 25 11:00:05 GMT 2022","Tue Oct 25 11:00:08 GMT 2022","2895","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Tue Oct 25 11:01:05 GMT 2022","Tue Oct 25 11:01:16 GMT 2022","10957","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Tue Oct 25 10:59:50 GMT 2022","Tue Oct 25 11:00:02 GMT 2022","11620","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"failed","Tue Oct 25 11:03:05 GMT 2022","Tue Oct 25 11:03:36 GMT 2022","30856","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Tue Oct 25 11:00:44 GMT 2022","Tue Oct 25 11:00:57 GMT 2022","12899","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Tue Oct 25 11:00:23 GMT 2022","Tue Oct 25 11:00:54 GMT 2022","30562","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Tue Oct 25 11:01:26 GMT 2022","Tue Oct 25 11:01:37 GMT 2022","11122","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
