"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 09:46:10 GMT 2022","Fri Oct 14 09:46:22 GMT 2022","12406","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 09:45:11 GMT 2022","Fri Oct 14 09:45:36 GMT 2022","24864","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 09:44:56 GMT 2022","Fri Oct 14 09:44:58 GMT 2022","2031","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 09:45:48 GMT 2022","Fri Oct 14 09:45:57 GMT 2022","9220","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 09:47:03 GMT 2022","Fri Oct 14 09:47:07 GMT 2022","4701","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:47:26 GMT 2022","Fri Oct 14 09:47:33 GMT 2022","6831","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 09:46:13 GMT 2022","Fri Oct 14 09:46:24 GMT 2022","10360","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"failed","Fri Oct 14 09:45:09 GMT 2022","Fri Oct 14 09:45:38 GMT 2022","29163","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 09:47:41 GMT 2022","Fri Oct 14 09:47:58 GMT 2022","16982","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:46:31 GMT 2022","Fri Oct 14 09:46:41 GMT 2022","10445","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:47:58 GMT 2022","Fri Oct 14 09:48:06 GMT 2022","8235","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:47:07 GMT 2022","Fri Oct 14 09:47:11 GMT 2022","3824","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 09:45:46 GMT 2022","Fri Oct 14 09:45:53 GMT 2022","7778","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 09:45:53 GMT 2022","Fri Oct 14 09:46:01 GMT 2022","7131","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 09:44:34 GMT 2022","Fri Oct 14 09:44:42 GMT 2022","8363","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:46:41 GMT 2022","Fri Oct 14 09:46:51 GMT 2022","9970","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 09:46:24 GMT 2022","Fri Oct 14 09:46:33 GMT 2022","9531","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 09:46:33 GMT 2022","Fri Oct 14 09:46:38 GMT 2022","4956","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:48:09 GMT 2022","Fri Oct 14 09:48:17 GMT 2022","8216","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 09:46:38 GMT 2022","Fri Oct 14 09:46:48 GMT 2022","9252","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 09:47:39 GMT 2022","Fri Oct 14 09:47:51 GMT 2022","12013","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:47:11 GMT 2022","Fri Oct 14 09:47:18 GMT 2022","6762","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 09:47:24 GMT 2022","Fri Oct 14 09:47:30 GMT 2022","6373","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 09:44:27 GMT 2022","Fri Oct 14 09:44:34 GMT 2022","6601","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 09:45:38 GMT 2022","Fri Oct 14 09:45:48 GMT 2022","9945","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 09:44:32 GMT 2022","Fri Oct 14 09:44:41 GMT 2022","8481","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:47:51 GMT 2022","Fri Oct 14 09:47:57 GMT 2022","6454","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:46:58 GMT 2022","Fri Oct 14 09:47:04 GMT 2022","5389","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:46:02 GMT 2022","Fri Oct 14 09:46:13 GMT 2022","11445","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
