"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 09:18:01 GMT 2022","Fri Oct 14 09:18:07 GMT 2022","6486","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:17:29 GMT 2022","Fri Oct 14 09:17:31 GMT 2022","2588","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 09:17:28 GMT 2022","Fri Oct 14 09:17:37 GMT 2022","8543","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 09:17:22 GMT 2022","Fri Oct 14 09:17:23 GMT 2022","1381","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 09:17:37 GMT 2022","Fri Oct 14 09:17:42 GMT 2022","4973","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 09:16:35 GMT 2022","Fri Oct 14 09:16:40 GMT 2022","4261","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 09:16:54 GMT 2022","Fri Oct 14 09:17:13 GMT 2022","18488","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 09:18:14 GMT 2022","Fri Oct 14 09:18:24 GMT 2022","9917","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 09:17:04 GMT 2022","Fri Oct 14 09:17:12 GMT 2022","8223","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 09:17:20 GMT 2022","Fri Oct 14 09:17:28 GMT 2022","8002","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 09:17:26 GMT 2022","Fri Oct 14 09:17:29 GMT 2022","2759","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 09:17:19 GMT 2022","Fri Oct 14 09:17:20 GMT 2022","1323","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 09:15:58 GMT 2022","Fri Oct 14 09:16:10 GMT 2022","11262","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:19:01 GMT 2022","Fri Oct 14 09:19:07 GMT 2022","6761","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:16:32 GMT 2022","Fri Oct 14 09:16:49 GMT 2022","16724","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 09:18:47 GMT 2022","Fri Oct 14 09:19:01 GMT 2022","13514","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:15:51 GMT 2022","Fri Oct 14 09:16:02 GMT 2022","11076","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 09:18:07 GMT 2022","Fri Oct 14 09:18:14 GMT 2022","6879","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 09:19:20 GMT 2022","Fri Oct 14 09:19:31 GMT 2022","11388","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 09:17:42 GMT 2022","Fri Oct 14 09:17:43 GMT 2022","843","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:18:07 GMT 2022","Fri Oct 14 09:18:17 GMT 2022","10293","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"broken","Fri Oct 14 09:19:06 GMT 2022","Fri Oct 14 09:19:10 GMT 2022","3377","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:18:00 GMT 2022","Fri Oct 14 09:18:07 GMT 2022","6175","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 09:17:54 GMT 2022","Fri Oct 14 09:18:00 GMT 2022","6376","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:17:23 GMT 2022","Fri Oct 14 09:17:26 GMT 2022","2861","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 09:17:47 GMT 2022","Fri Oct 14 09:17:54 GMT 2022","6884","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 09:19:17 GMT 2022","Fri Oct 14 09:19:28 GMT 2022","11030","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
