"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 10:33:34 GMT 2022","Fri Oct 14 10:33:39 GMT 2022","5198","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:33:15 GMT 2022","Fri Oct 14 10:33:18 GMT 2022","3313","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 10:32:47 GMT 2022","Fri Oct 14 10:32:51 GMT 2022","4339","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:30:24 GMT 2022","Fri Oct 14 10:30:30 GMT 2022","6705","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:31:42 GMT 2022","Fri Oct 14 10:31:45 GMT 2022","3731","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:32:08 GMT 2022","Fri Oct 14 10:32:15 GMT 2022","7538","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:30:32 GMT 2022","Fri Oct 14 10:30:39 GMT 2022","7482","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:34:18 GMT 2022","Fri Oct 14 10:34:25 GMT 2022","7353","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:32:20 GMT 2022","Fri Oct 14 10:32:32 GMT 2022","11419","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:31:45 GMT 2022","Fri Oct 14 10:31:54 GMT 2022","9139","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:31:54 GMT 2022","Fri Oct 14 10:32:04 GMT 2022","9840","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:31:08 GMT 2022","Fri Oct 14 10:31:22 GMT 2022","14511","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:33:10 GMT 2022","Fri Oct 14 10:33:15 GMT 2022","4789","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:33:07 GMT 2022","Fri Oct 14 10:33:12 GMT 2022","4982","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:32:40 GMT 2022","Fri Oct 14 10:32:50 GMT 2022","10162","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:30:30 GMT 2022","Fri Oct 14 10:30:38 GMT 2022","7532","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:34:39 GMT 2022","Fri Oct 14 10:34:45 GMT 2022","5928","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 10:31:22 GMT 2022","Fri Oct 14 10:31:33 GMT 2022","10927","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:32:15 GMT 2022","Fri Oct 14 10:32:23 GMT 2022","7575","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:33:18 GMT 2022","Fri Oct 14 10:33:22 GMT 2022","3981","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:32:15 GMT 2022","Fri Oct 14 10:32:20 GMT 2022","5276","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:32:50 GMT 2022","Fri Oct 14 10:33:00 GMT 2022","10383","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:33:39 GMT 2022","Fri Oct 14 10:33:43 GMT 2022","4113","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:30:53 GMT 2022","Fri Oct 14 10:30:54 GMT 2022","1626","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:33:23 GMT 2022","Fri Oct 14 10:33:34 GMT 2022","11180","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"failed","Fri Oct 14 10:31:10 GMT 2022","Fri Oct 14 10:31:49 GMT 2022","39753","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:32:04 GMT 2022","Fri Oct 14 10:32:15 GMT 2022","10838","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"failed","Fri Oct 14 10:33:55 GMT 2022","Fri Oct 14 10:34:18 GMT 2022","22655","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:32:00 GMT 2022","Fri Oct 14 10:32:08 GMT 2022","8266","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:33:22 GMT 2022","Fri Oct 14 10:33:29 GMT 2022","7039","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
