"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 07:36:48 GMT 2022","Fri Oct 14 07:36:54 GMT 2022","6175","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 07:36:00 GMT 2022","Fri Oct 14 07:36:12 GMT 2022","11759","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 07:36:35 GMT 2022","Fri Oct 14 07:36:43 GMT 2022","7460","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 07:38:05 GMT 2022","Fri Oct 14 07:38:15 GMT 2022","9278","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 07:36:31 GMT 2022","Fri Oct 14 07:36:36 GMT 2022","5677","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 07:36:54 GMT 2022","Fri Oct 14 07:36:59 GMT 2022","4890","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 07:36:26 GMT 2022","Fri Oct 14 07:36:31 GMT 2022","4708","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 07:36:19 GMT 2022","Fri Oct 14 07:36:21 GMT 2022","1768","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 07:36:26 GMT 2022","Fri Oct 14 07:36:26 GMT 2022","531","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 07:36:43 GMT 2022","Fri Oct 14 07:36:48 GMT 2022","5135","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 07:35:17 GMT 2022","Fri Oct 14 07:35:28 GMT 2022","10765","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 07:36:54 GMT 2022","Fri Oct 14 07:37:02 GMT 2022","7332","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 07:36:11 GMT 2022","Fri Oct 14 07:36:12 GMT 2022","1221","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 07:36:48 GMT 2022","Fri Oct 14 07:36:54 GMT 2022","6264","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 07:36:59 GMT 2022","Fri Oct 14 07:37:04 GMT 2022","4949","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 07:35:48 GMT 2022","Fri Oct 14 07:36:00 GMT 2022","12518","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
