"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 25 11:01:11 GMT 2022","Tue Oct 25 11:01:14 GMT 2022","2674","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Tue Oct 25 10:59:47 GMT 2022","Tue Oct 25 10:59:58 GMT 2022","11320","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Tue Oct 25 11:00:34 GMT 2022","Tue Oct 25 11:00:44 GMT 2022","10127","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Tue Oct 25 10:59:26 GMT 2022","Tue Oct 25 10:59:47 GMT 2022","20357","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"failed","Tue Oct 25 11:01:56 GMT 2022","Tue Oct 25 11:02:23 GMT 2022","26352","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Tue Oct 25 10:59:11 GMT 2022","Tue Oct 25 10:59:14 GMT 2022","2267","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Tue Oct 25 11:00:14 GMT 2022","Tue Oct 25 11:00:23 GMT 2022","8636","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Tue Oct 25 10:59:52 GMT 2022","Tue Oct 25 11:00:05 GMT 2022","12580","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Tue Oct 25 11:00:44 GMT 2022","Tue Oct 25 11:00:53 GMT 2022","9530","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 11:01:01 GMT 2022","Tue Oct 25 11:01:10 GMT 2022","8557","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Tue Oct 25 10:58:57 GMT 2022","Tue Oct 25 10:59:06 GMT 2022","9054","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Tue Oct 25 10:59:58 GMT 2022","Tue Oct 25 11:00:08 GMT 2022","9779","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Tue Oct 25 11:01:39 GMT 2022","Tue Oct 25 11:01:46 GMT 2022","7587","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Tue Oct 25 10:59:14 GMT 2022","Tue Oct 25 10:59:16 GMT 2022","2256","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"failed","Tue Oct 25 11:01:59 GMT 2022","Tue Oct 25 11:02:08 GMT 2022","8649","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Tue Oct 25 10:58:45 GMT 2022","Tue Oct 25 10:58:57 GMT 2022","12264","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Tue Oct 25 11:01:18 GMT 2022","Tue Oct 25 11:01:21 GMT 2022","3498","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Tue Oct 25 11:02:38 GMT 2022","Tue Oct 25 11:02:50 GMT 2022","11711","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Tue Oct 25 11:00:54 GMT 2022","Tue Oct 25 11:01:05 GMT 2022","11088","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Tue Oct 25 11:00:36 GMT 2022","Tue Oct 25 11:00:49 GMT 2022","12518","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 11:00:49 GMT 2022","Tue Oct 25 11:00:54 GMT 2022","5473","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Tue Oct 25 11:01:36 GMT 2022","Tue Oct 25 11:01:39 GMT 2022","2991","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Tue Oct 25 11:02:58 GMT 2022","Tue Oct 25 11:03:05 GMT 2022","7745","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Tue Oct 25 11:02:42 GMT 2022","Tue Oct 25 11:02:52 GMT 2022","10913","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
