"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 10:59:36 GMT 2022","Tue Oct 25 10:59:43 GMT 2022","6824","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Tue Oct 25 11:00:00 GMT 2022","Tue Oct 25 11:00:08 GMT 2022","7590","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Tue Oct 25 11:01:16 GMT 2022","Tue Oct 25 11:01:25 GMT 2022","9843","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Tue Oct 25 10:59:49 GMT 2022","Tue Oct 25 10:59:54 GMT 2022","5108","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Tue Oct 25 10:58:44 GMT 2022","Tue Oct 25 10:58:56 GMT 2022","11858","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Tue Oct 25 11:01:18 GMT 2022","Tue Oct 25 11:01:28 GMT 2022","9802","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Tue Oct 25 10:57:19 GMT 2022","Tue Oct 25 10:57:28 GMT 2022","8632","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Tue Oct 25 11:00:33 GMT 2022","Tue Oct 25 11:00:51 GMT 2022","18137","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"failed","Tue Oct 25 11:00:31 GMT 2022","Tue Oct 25 11:00:55 GMT 2022","24391","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Tue Oct 25 10:57:25 GMT 2022","Tue Oct 25 10:57:34 GMT 2022","9272","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Tue Oct 25 10:59:54 GMT 2022","Tue Oct 25 11:00:00 GMT 2022","5908","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Tue Oct 25 10:59:09 GMT 2022","Tue Oct 25 10:59:19 GMT 2022","10216","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Tue Oct 25 10:58:31 GMT 2022","Tue Oct 25 10:58:42 GMT 2022","11132","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Tue Oct 25 10:57:28 GMT 2022","Tue Oct 25 10:57:37 GMT 2022","9705","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Tue Oct 25 10:59:28 GMT 2022","Tue Oct 25 10:59:36 GMT 2022","7663","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Tue Oct 25 10:59:19 GMT 2022","Tue Oct 25 10:59:28 GMT 2022","9199","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 10:58:42 GMT 2022","Tue Oct 25 10:58:51 GMT 2022","8278","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Tue Oct 25 10:57:48 GMT 2022","Tue Oct 25 10:57:50 GMT 2022","2243","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"failed","Tue Oct 25 10:59:46 GMT 2022","Tue Oct 25 10:59:49 GMT 2022","3244","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Tue Oct 25 10:59:07 GMT 2022","Tue Oct 25 10:59:17 GMT 2022","10179","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 11:00:55 GMT 2022","Tue Oct 25 11:01:06 GMT 2022","10678","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Tue Oct 25 10:58:18 GMT 2022","Tue Oct 25 10:58:30 GMT 2022","11837","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"failed","Tue Oct 25 11:00:18 GMT 2022","Tue Oct 25 11:00:24 GMT 2022","6192","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"failed","Tue Oct 25 10:59:48 GMT 2022","Tue Oct 25 10:59:53 GMT 2022","4492","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Tue Oct 25 10:59:53 GMT 2022","Tue Oct 25 10:59:58 GMT 2022","5527","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Tue Oct 25 10:59:58 GMT 2022","Tue Oct 25 11:00:05 GMT 2022","6666","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"failed","Tue Oct 25 11:00:16 GMT 2022","Tue Oct 25 11:00:22 GMT 2022","6313","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Tue Oct 25 11:00:05 GMT 2022","Tue Oct 25 11:00:12 GMT 2022","7286","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Tue Oct 25 10:58:03 GMT 2022","Tue Oct 25 10:58:31 GMT 2022","28130","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
