"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 11:03:21 GMT 2022","Fri Oct 14 11:03:28 GMT 2022","7223","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 11:01:18 GMT 2022","Fri Oct 14 11:01:31 GMT 2022","13838","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 11:03:38 GMT 2022","Fri Oct 14 11:03:45 GMT 2022","7525","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 11:00:48 GMT 2022","Fri Oct 14 11:01:01 GMT 2022","13208","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:59:21 GMT 2022","Fri Oct 14 10:59:24 GMT 2022","3287","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 11:02:05 GMT 2022","Fri Oct 14 11:02:12 GMT 2022","7171","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"failed","Fri Oct 14 11:02:36 GMT 2022","Fri Oct 14 11:03:02 GMT 2022","25583","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 11:03:02 GMT 2022","Fri Oct 14 11:03:11 GMT 2022","9274","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 11:00:12 GMT 2022","Fri Oct 14 11:00:24 GMT 2022","11866","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 11:02:15 GMT 2022","Fri Oct 14 11:02:19 GMT 2022","3912","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 11:00:16 GMT 2022","Fri Oct 14 11:00:28 GMT 2022","11978","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 11:01:57 GMT 2022","Fri Oct 14 11:02:02 GMT 2022","5675","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 11:00:28 GMT 2022","Fri Oct 14 11:00:41 GMT 2022","13068","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:58:55 GMT 2022","Fri Oct 14 10:59:07 GMT 2022","12282","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 11:02:02 GMT 2022","Fri Oct 14 11:02:05 GMT 2022","2266","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:59:07 GMT 2022","Fri Oct 14 10:59:16 GMT 2022","8973","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:59:24 GMT 2022","Fri Oct 14 10:59:27 GMT 2022","2570","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 11:01:01 GMT 2022","Fri Oct 14 11:01:13 GMT 2022","12218","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 11:02:53 GMT 2022","Fri Oct 14 11:03:10 GMT 2022","17149","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 11:02:19 GMT 2022","Fri Oct 14 11:02:24 GMT 2022","4788","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 11:00:41 GMT 2022","Fri Oct 14 11:00:48 GMT 2022","6798","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 11:02:09 GMT 2022","Fri Oct 14 11:02:15 GMT 2022","6341","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:59:01 GMT 2022","Fri Oct 14 10:59:10 GMT 2022","9829","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 11:02:21 GMT 2022","Fri Oct 14 11:02:28 GMT 2022","6706","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 11:01:32 GMT 2022","Fri Oct 14 11:01:46 GMT 2022","14292","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:58:52 GMT 2022","Fri Oct 14 10:59:01 GMT 2022","8482","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 11:00:44 GMT 2022","Fri Oct 14 11:00:58 GMT 2022","14225","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 11:01:51 GMT 2022","Fri Oct 14 11:01:57 GMT 2022","5606","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 11:01:31 GMT 2022","Fri Oct 14 11:01:45 GMT 2022","13576","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 11:01:13 GMT 2022","Fri Oct 14 11:01:25 GMT 2022","12256","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
