"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 10:14:16 GMT 2022","Fri Oct 14 10:14:26 GMT 2022","10121","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:16:34 GMT 2022","Fri Oct 14 10:16:44 GMT 2022","9528","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:16:24 GMT 2022","Fri Oct 14 10:16:34 GMT 2022","9917","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 10:17:14 GMT 2022","Fri Oct 14 10:17:17 GMT 2022","3422","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:14:18 GMT 2022","Fri Oct 14 10:14:28 GMT 2022","9939","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:14:35 GMT 2022","Fri Oct 14 10:14:38 GMT 2022","2563","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:17:17 GMT 2022","Fri Oct 14 10:17:26 GMT 2022","8399","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:14:32 GMT 2022","Fri Oct 14 10:14:35 GMT 2022","3228","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:18:05 GMT 2022","Fri Oct 14 10:18:16 GMT 2022","11326","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:16:47 GMT 2022","Fri Oct 14 10:16:54 GMT 2022","6532","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:16:22 GMT 2022","Fri Oct 14 10:16:35 GMT 2022","12567","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:14:05 GMT 2022","Fri Oct 14 10:14:18 GMT 2022","13545","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:17:32 GMT 2022","Fri Oct 14 10:17:46 GMT 2022","13489","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:15:49 GMT 2022","Fri Oct 14 10:16:02 GMT 2022","13340","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:17:17 GMT 2022","Fri Oct 14 10:17:25 GMT 2022","7503","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:15:19 GMT 2022","Fri Oct 14 10:15:30 GMT 2022","10176","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:15:48 GMT 2022","Fri Oct 14 10:15:57 GMT 2022","8447","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:15:57 GMT 2022","Fri Oct 14 10:16:09 GMT 2022","12214","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:17:00 GMT 2022","Fri Oct 14 10:17:06 GMT 2022","6058","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:14:03 GMT 2022","Fri Oct 14 10:14:16 GMT 2022","12389","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:16:09 GMT 2022","Fri Oct 14 10:16:24 GMT 2022","15295","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:15:06 GMT 2022","Fri Oct 14 10:15:19 GMT 2022","13569","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:17:50 GMT 2022","Fri Oct 14 10:18:05 GMT 2022","14968","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:16:44 GMT 2022","Fri Oct 14 10:16:53 GMT 2022","9386","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:16:58 GMT 2022","Fri Oct 14 10:17:00 GMT 2022","2511","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:15:31 GMT 2022","Fri Oct 14 10:15:40 GMT 2022","9253","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:17:05 GMT 2022","Fri Oct 14 10:17:10 GMT 2022","4923","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
